partei;wahlkreis_id;jahr;anzahl
SGP;183;2017;0
CDU;184;2017;39950
SPD;184;2017;33318
GRÜNE;184;2017;11862
DIE LINKE;184;2017;10755
AfD;184;2017;15943
FDP;184;2017;12645
PIRATEN;184;2017;962
NPD;184;2017;403
FREIE WÄHLER;184;2017;1387
Die PARTEI;184;2017;1192
BüSo;184;2017;42
MLPD;184;2017;124
BGE;184;2017;244
DKP;184;2017;81
DM;184;2017;386
ÖDP;184;2017;201
Tierschutzpartei;184;2017;1463
V-Partei³;184;2017;222
SGP;184;2017;0
CDU;185;2017;49302
SPD;185;2017;34519
GRÜNE;185;2017;16421
DIE LINKE;185;2017;14261
AfD;185;2017;19050
FDP;185;2017;20372
PIRATEN;185;2017;945
NPD;185;2017;429
FREIE WÄHLER;185;2017;1363
Die PARTEI;185;2017;1564
BüSo;185;2017;38
MLPD;185;2017;77
BGE;185;2017;354
DKP;185;2017;56
DM;185;2017;322
ÖDP;185;2017;285
Tierschutzpartei;185;2017;1642
V-Partei³;185;2017;294
DIE VIOLETTEN;185;2017;0
SGP;185;2017;0
CDU;186;2017;52218
SPD;186;2017;42638
GRÜNE;186;2017;27317
DIE LINKE;186;2017;19508
AfD;186;2017;18654
FDP;186;2017;20893
PIRATEN;186;2017;1352
NPD;186;2017;450
FREIE WÄHLER;186;2017;1192
Die PARTEI;186;2017;2280
BüSo;186;2017;39
MLPD;186;2017;186
BGE;186;2017;483
DKP;186;2017;64
DM;186;2017;409
ÖDP;186;2017;534
Tierschutzpartei;186;2017;1820
V-Partei³;186;2017;338
SGP;186;2017;0
CDU;187;2017;59635
SPD;187;2017;42516
GRÜNE;187;2017;16084
DIE LINKE;187;2017;13433
AfD;187;2017;22258
FDP;187;2017;19948
PIRATEN;187;2017;833
NPD;187;2017;624
FREIE WÄHLER;187;2017;1514
Die PARTEI;187;2017;1587
BüSo;187;2017;30
MLPD;187;2017;117
BGE;187;2017;293
DKP;187;2017;135
DM;187;2017;409
ÖDP;187;2017;379
Tierschutzpartei;187;2017;2091
V-Partei³;187;2017;343
SGP;187;2017;0
CDU;188;2017;51088
SPD;188;2017;34435
GRÜNE;188;2017;13595
DIE LINKE;188;2017;10197
AfD;188;2017;19923
FDP;188;2017;18196
PIRATEN;188;2017;688
NPD;188;2017;545
FREIE WÄHLER;188;2017;1227
Die PARTEI;188;2017;1261
BüSo;188;2017;48
MLPD;188;2017;57
BGE;188;2017;243
DKP;188;2017;27
DM;188;2017;298
ÖDP;188;2017;254
Tierschutzpartei;188;2017;1793
V-Partei³;188;2017;219
SGP;188;2017;0
CDU;189;2017;52667
DIE LINKE;189;2017;22613
SPD;189;2017;21652
AfD;189;2017;32854
GRÜNE;189;2017;4778
NPD;189;2017;2473
FDP;189;2017;11974
PIRATEN;189;2017;503
FREIE WÄHLER;189;2017;2167
ÖDP;189;2017;1166
MLPD;189;2017;153
BGE;189;2017;865
DM;189;2017;349
Die PARTEI;189;2017;1474
V-Partei³;189;2017;241
CDU;190;2017;48340
DIE LINKE;190;2017;25171
SPD;190;2017;23206
AfD;190;2017;35824
GRÜNE;190;2017;5596
NPD;190;2017;3019
FDP;190;2017;11545
PIRATEN;190;2017;676
FREIE WÄHLER;190;2017;3185
ÖDP;190;2017;563
MLPD;190;2017;369
BGE;190;2017;620
DM;190;2017;608
Die PARTEI;190;2017;1857
V-Partei³;190;2017;307
CDU;191;2017;42092
DIE LINKE;191;2017;28312
SPD;191;2017;19150
AfD;191;2017;30426
GRÜNE;191;2017;9497
NPD;191;2017;1660
FDP;191;2017;13310
PIRATEN;191;2017;790
FREIE WÄHLER;191;2017;2815
ÖDP;191;2017;653
MLPD;191;2017;164
BGE;191;2017;641
DM;191;2017;531
Die PARTEI;191;2017;2841
V-Partei³;191;2017;474
PDV;191;2017;0
CDU;192;2017;40576
DIE LINKE;192;2017;22920
SPD;192;2017;20391
AfD;192;2017;35091
GRÜNE;192;2017;5411
NPD;192;2017;1824
FDP;192;2017;11218
PIRATEN;192;2017;733
FREIE WÄHLER;192;2017;2691
ÖDP;192;2017;541
MLPD;192;2017;193
BGE;192;2017;459
DM;192;2017;829
Die PARTEI;192;2017;2654
V-Partei³;192;2017;347
CDU;193;2017;42168
DIE LINKE;193;2017;32239
SPD;193;2017;23535
AfD;193;2017;30166
GRÜNE;193;2017;12666
NPD;193;2017;1129
FDP;193;2017;14260
PIRATEN;193;2017;1143
FREIE WÄHLER;193;2017;1598
ÖDP;193;2017;1084
MLPD;193;2017;240
BGE;193;2017;951
DM;193;2017;663
Die PARTEI;193;2017;3715
V-Partei³;193;2017;601
CDU;194;2017;47690
DIE LINKE;194;2017;30402
SPD;194;2017;19845
AfD;194;2017;47275
GRÜNE;194;2017;4709
NPD;194;2017;2060
FDP;194;2017;14315
PIRATEN;194;2017;733
FREIE WÄHLER;194;2017;2508
ÖDP;194;2017;629
MLPD;194;2017;194
BGE;194;2017;523
DM;194;2017;728
Die PARTEI;194;2017;2056
V-Partei³;194;2017;725
PDV;194;2017;0
CDU;195;2017;47769
DIE LINKE;195;2017;28088
SPD;195;2017;20427
AfD;195;2017;43740
GRÜNE;195;2017;5124
NPD;195;2017;2083
FDP;195;2017;13209
PIRATEN;195;2017;736
FREIE WÄHLER;195;2017;3300
ÖDP;195;2017;733
MLPD;195;2017;240
BGE;195;2017;654
DM;195;2017;729
Die PARTEI;195;2017;2494
V-Partei³;195;2017;425
PDV;195;2017;0
CDU;196;2017;50956
DIE LINKE;196;2017;28467
SPD;196;2017;22826
AfD;196;2017;38693
GRÜNE;196;2017;5559
NPD;196;2017;1835
FDP;196;2017;11298
PIRATEN;196;2017;743
FREIE WÄHLER;196;2017;2867
ÖDP;196;2017;1029
MLPD;196;2017;349
BGE;196;2017;594
DM;196;2017;511
Die PARTEI;196;2017;2041
V-Partei³;196;2017;330
CDU;197;2017;68357
SPD;197;2017;45447
GRÜNE;197;2017;10738
FDP;197;2017;18071
DIE LINKE;197;2017;11338
AfD;197;2017;19273
PIRATEN;197;2017;726
FREIE WÄHLER;197;2017;1982
NPD;197;2017;480
ÖDP;197;2017;374
MLPD;197;2017;86
BGE;197;2017;297
Die PARTEI;197;2017;1495
V-Partei³;197;2017;396
PDV;197;2017;0
CDU;198;2017;60937
SPD;198;2017;34113
GRÜNE;198;2017;10059
FDP;198;2017;17397
DIE LINKE;198;2017;8519
AfD;198;2017;14437
PIRATEN;198;2017;623
FREIE WÄHLER;198;2017;1134
NPD;198;2017;415
ÖDP;198;2017;367
MLPD;198;2017;37
BGE;198;2017;267
Die PARTEI;198;2017;1297
V-Partei³;198;2017;387
PDV;198;2017;0
CDU;199;2017;56616
SPD;199;2017;35679
GRÜNE;199;2017;11862
FDP;199;2017;16152
DIE LINKE;199;2017;10332
AfD;199;2017;13701
PIRATEN;199;2017;741
FREIE WÄHLER;199;2017;1627
NPD;199;2017;252
ÖDP;199;2017;302
MLPD;199;2017;38
BGE;199;2017;242
Die PARTEI;199;2017;1715
V-Partei³;199;2017;370
PDV;199;2017;0
CDU;200;2017;55606
SPD;200;2017;30799
GRÜNE;200;2017;7487
FDP;200;2017;14924
DIE LINKE;200;2017;8143
AfD;200;2017;11996
PIRATEN;200;2017;464
FREIE WÄHLER;200;2017;1708
NPD;200;2017;306
ÖDP;200;2017;491
MLPD;200;2017;32
BGE;200;2017;217
Die PARTEI;200;2017;1182
V-Partei³;200;2017;349
PDV;200;2017;0
CDU;201;2017;47189
SPD;201;2017;37906
GRÜNE;201;2017;8629
FDP;201;2017;13654
DIE LINKE;201;2017;9493
AfD;201;2017;16198
PIRATEN;201;2017;487
FREIE WÄHLER;201;2017;1910
NPD;201;2017;366
ÖDP;201;2017;492
MLPD;201;2017;31
BGE;201;2017;222
Die PARTEI;201;2017;1316
V-Partei³;201;2017;318
PDV;201;2017;0
CDU;202;2017;55591
SPD;202;2017;27255
GRÜNE;202;2017;7710
FDP;202;2017;12888
DIE LINKE;202;2017;7433
AfD;202;2017;10058
PIRATEN;202;2017;377
FREIE WÄHLER;202;2017;1627
NPD;202;2017;232
ÖDP;202;2017;477
MLPD;202;2017;24
BGE;202;2017;182
Die PARTEI;202;2017;952
V-Partei³;202;2017;242
PDV;202;2017;0
CDU;203;2017;55882
SPD;203;2017;36950
GRÜNE;203;2017;13512
FDP;203;2017;13841
DIE LINKE;203;2017;12934
AfD;203;2017;11926
PIRATEN;203;2017;605
FREIE WÄHLER;203;2017;1418
NPD;203;2017;242
ÖDP;203;2017;338
MLPD;203;2017;37
BGE;203;2017;245
Die PARTEI;203;2017;1590
V-Partei³;203;2017;361
PDV;203;2017;0
CDU;204;2017;60594
SPD;204;2017;39906
GRÜNE;204;2017;10058
FDP;204;2017;17703
DIE LINKE;204;2017;9576
AfD;204;2017;17826
PIRATEN;204;2017;688
FREIE WÄHLER;204;2017;2445
NPD;204;2017;421
ÖDP;204;2017;275
MLPD;204;2017;34
BGE;204;2017;308
Die PARTEI;204;2017;1500
V-Partei³;204;2017;425
PDV;204;2017;0
CDU;205;2017;65713
SPD;205;2017;44203
GRÜNE;205;2017;26415
FDP;205;2017;22608
DIE LINKE;205;2017;17148
AfD;205;2017;16535
PIRATEN;205;2017;1195
FREIE WÄHLER;205;2017;1506
NPD;205;2017;260
ÖDP;205;2017;1755
MLPD;205;2017;62
BGE;205;2017;481
Die PARTEI;205;2017;2486
V-Partei³;205;2017;512
NL;205;2017;0
BüSo;205;2017;0
PDV;205;2017;0
CDU;206;2017;54721
SPD;206;2017;42471
GRÜNE;206;2017;13449
FDP;206;2017;17543
DIE LINKE;206;2017;10811
AfD;206;2017;21978
PIRATEN;206;2017;780
FREIE WÄHLER;206;2017;2045
NPD;206;2017;644
ÖDP;206;2017;705
MLPD;206;2017;62
BGE;206;2017;362
Die PARTEI;206;2017;1623
V-Partei³;206;2017;471
DIE EINHEIT;206;2017;0
BüSo;206;2017;0
PDV;206;2017;0
CDU;207;2017;49226
SPD;207;2017;39822
GRÜNE;207;2017;11621
FDP;207;2017;16321
DIE LINKE;207;2017;10614
AfD;207;2017;24641
PIRATEN;207;2017;978
FREIE WÄHLER;207;2017;2418
NPD;207;2017;667
ÖDP;207;2017;322
MLPD;207;2017;190
BGE;207;2017;384
Die PARTEI;207;2017;1796
V-Partei³;207;2017;457
PDV;207;2017;0
CDU;208;2017;61407
SPD;208;2017;37894
GRÜNE;208;2017;15389
FDP;208;2017;19251
DIE LINKE;208;2017;10537
AfD;208;2017;22070
PIRATEN;208;2017;774
FREIE WÄHLER;208;2017;3683
NPD;208;2017;559
ÖDP;208;2017;363
MLPD;208;2017;67
BGE;208;2017;329
Die PARTEI;208;2017;1539
V-Partei³;208;2017;475
DIE EINHEIT;208;2017;0
NL;208;2017;0
FAMILIE;208;2017;0
PDV;208;2017;0
CDU;209;2017;49400
SPD;209;2017;47986
GRÜNE;209;2017;11360
FDP;209;2017;15519
DIE LINKE;209;2017;13548
AfD;209;2017;23206
PIRATEN;209;2017;930
FREIE WÄHLER;209;2017;3558
NPD;209;2017;811
ÖDP;209;2017;343
MLPD;209;2017;32
BGE;209;2017;355
Die PARTEI;209;2017;2187
V-Partei³;209;2017;529
FAMILIE;209;2017;0
PDV;209;2017;0
CDU;210;2017;47455
SPD;210;2017;32794
GRÜNE;210;2017;6156
FDP;210;2017;11803
DIE LINKE;210;2017;9511
AfD;210;2017;18652
PIRATEN;210;2017;628
FREIE WÄHLER;210;2017;2388
NPD;210;2017;833
ÖDP;210;2017;264
MLPD;210;2017;45
BGE;210;2017;223
Die PARTEI;210;2017;1573
V-Partei³;210;2017;391
PDV;210;2017;0
CDU;211;2017;59309
SPD;211;2017;37293
GRÜNE;211;2017;14788
FDP;211;2017;17560
DIE LINKE;211;2017;10975
AfD;211;2017;23191
PIRATEN;211;2017;796
FREIE WÄHLER;211;2017;2814
NPD;211;2017;537
ÖDP;211;2017;462
MLPD;211;2017;65
BGE;211;2017;391
Die PARTEI;211;2017;1706
V-Partei³;211;2017;520
PDV;211;2017;0
CSU;212;2017;55417
SPD;212;2017;15511
GRÜNE;212;2017;8608
FDP;212;2017;11209
AfD;212;2017;18330
DIE LINKE;212;2017;6659
FREIE WÄHLER;212;2017;3172
PIRATEN;212;2017;422
ÖDP;212;2017;1685
BP;212;2017;1718
NPD;212;2017;295
Tierschutzpartei;212;2017;1078
MLPD;212;2017;13
BüSo;212;2017;136
BGE;212;2017;130
DiB;212;2017;127
DKP;212;2017;9
DM;212;2017;216
Die PARTEI;212;2017;814
Gesundheitsforschung;212;2017;176
V-Partei³;212;2017;185
DIE VIOLETTEN;212;2017;0
DIE FRAUEN;212;2017;0
PDV;212;2017;0
CSU;213;2017;63525
SPD;213;2017;19943
GRÜNE;213;2017;17768
FDP;213;2017;19407
AfD;213;2017;19366
DIE LINKE;213;2017;8352
FREIE WÄHLER;213;2017;4669
PIRATEN;213;2017;621
ÖDP;213;2017;2054
BP;213;2017;2644
NPD;213;2017;268
Tierschutzpartei;213;2017;1552
MLPD;213;2017;21
BüSo;213;2017;23
BGE;213;2017;183
DiB;213;2017;298
DKP;213;2017;19
DM;213;2017;260
Die PARTEI;213;2017;1146
Gesundheitsforschung;213;2017;197
V-Partei³;213;2017;286
DIE VIOLETTEN;213;2017;0
DIE FRAUEN;213;2017;0
PDV;213;2017;0
CSU;214;2017;73650
SPD;214;2017;23029
GRÜNE;214;2017;18036
FDP;214;2017;19308
AfD;214;2017;25178
DIE LINKE;214;2017;9506
FREIE WÄHLER;214;2017;7076
PIRATEN;214;2017;768
ÖDP;214;2017;1805
BP;214;2017;2017
NPD;214;2017;485
Tierschutzpartei;214;2017;1792
MLPD;214;2017;35
BüSo;214;2017;17
BGE;214;2017;218
DiB;214;2017;319
DKP;214;2017;18
DM;214;2017;364
Die PARTEI;214;2017;1467
Gesundheitsforschung;214;2017;221
V-Partei³;214;2017;323
DIE VIOLETTEN;214;2017;0
DIE FRAUEN;214;2017;0
PDV;214;2017;0
CSU;215;2017;75621
SPD;215;2017;25929
GRÜNE;215;2017;20886
FDP;215;2017;22005
AfD;215;2017;21934
DIE LINKE;215;2017;9633
FREIE WÄHLER;215;2017;4545
PIRATEN;215;2017;636
ÖDP;215;2017;1790
BP;215;2017;1946
NPD;215;2017;295
Tierschutzpartei;215;2017;1773
MLPD;215;2017;44
BüSo;215;2017;22
BGE;215;2017;279
DiB;215;2017;343
DKP;215;2017;28
DM;215;2017;322
Die PARTEI;215;2017;1270
Gesundheitsforschung;215;2017;219
V-Partei³;215;2017;327
DIE VIOLETTEN;215;2017;0
DIE FRAUEN;215;2017;0
PDV;215;2017;0
CSU;216;2017;76236
SPD;216;2017;24424
GRÜNE;216;2017;13205
FDP;216;2017;17154
AfD;216;2017;27673
DIE LINKE;216;2017;9830
FREIE WÄHLER;216;2017;5562
PIRATEN;216;2017;631
ÖDP;216;2017;1755
BP;216;2017;1898
NPD;216;2017;520
Tierschutzpartei;216;2017;1278
MLPD;216;2017;61
BüSo;216;2017;23
BGE;216;2017;165
DiB;216;2017;202
DKP;216;2017;19
DM;216;2017;270
Die PARTEI;216;2017;1294
Gesundheitsforschung;216;2017;248
V-Partei³;216;2017;397
DIE VIOLETTEN;216;2017;0
DIE FRAUEN;216;2017;0
PDV;216;2017;0
CSU;217;2017;49953
SPD;217;2017;28903
GRÜNE;217;2017;29334
FDP;217;2017;26241
AfD;217;2017;14982
DIE LINKE;217;2017;14302
FREIE WÄHLER;217;2017;1869
PIRATEN;217;2017;750
ÖDP;217;2017;1419
BP;217;2017;874
NPD;217;2017;135
Tierschutzpartei;217;2017;1354
MLPD;217;2017;79
BüSo;217;2017;38
BGE;217;2017;360
DiB;217;2017;541
DKP;217;2017;40
DM;217;2017;266
Die PARTEI;217;2017;1590
Gesundheitsforschung;217;2017;174
V-Partei³;217;2017;324
DIE VIOLETTEN;217;2017;0
DIE FRAUEN;217;2017;0
PDV;217;2017;0
CSU;218;2017;58483
SPD;218;2017;29744
GRÜNE;218;2017;29866
FDP;218;2017;27459
AfD;218;2017;15959
DIE LINKE;218;2017;14124
FREIE WÄHLER;218;2017;2111
PIRATEN;218;2017;787
ÖDP;218;2017;1546
BP;218;2017;942
NPD;218;2017;158
Tierschutzpartei;218;2017;1530
MLPD;218;2017;79
BüSo;218;2017;43
BGE;218;2017;366
DiB;218;2017;563
DKP;218;2017;56
DM;218;2017;262
Die PARTEI;218;2017;1576
Gesundheitsforschung;218;2017;159
V-Partei³;218;2017;355
DIE VIOLETTEN;218;2017;0
DIE FRAUEN;218;2017;0
PDV;218;2017;0
CSU;219;2017;50686
SPD;219;2017;27500
GRÜNE;219;2017;29560
FDP;219;2017;22587
AfD;219;2017;14578
DIE LINKE;219;2017;14694
FREIE WÄHLER;219;2017;1982
PIRATEN;219;2017;719
ÖDP;219;2017;1458
BP;219;2017;890
NPD;219;2017;144
Tierschutzpartei;219;2017;1467
MLPD;219;2017;79
BüSo;219;2017;50
BGE;219;2017;378
DiB;219;2017;625
DKP;219;2017;30
DM;219;2017;241
Die PARTEI;219;2017;1655
Gesundheitsforschung;219;2017;157
V-Partei³;219;2017;344
DIE VIOLETTEN;219;2017;0
DIE FRAUEN;219;2017;0
PDV;219;2017;0
CSU;220;2017;57322
SPD;220;2017;30617
GRÜNE;220;2017;35605
FDP;220;2017;26356
AfD;220;2017;14895
DIE LINKE;220;2017;16638
FREIE WÄHLER;220;2017;1956
PIRATEN;220;2017;797
ÖDP;220;2017;1650
BP;220;2017;1073
NPD;220;2017;170
Tierschutzpartei;220;2017;1560
MLPD;220;2017;52
BüSo;220;2017;71
BGE;220;2017;417
DiB;220;2017;728
DKP;220;2017;58
DM;220;2017;266
Die PARTEI;220;2017;1823
Gesundheitsforschung;220;2017;179
V-Partei³;220;2017;388
DIE VIOLETTEN;220;2017;0
DIE FRAUEN;220;2017;0
PDV;220;2017;0
CSU;221;2017;73189
SPD;221;2017;27490
GRÜNE;221;2017;24837
FDP;221;2017;30054
AfD;221;2017;18470
DIE LINKE;221;2017;9996
FREIE WÄHLER;221;2017;3705
PIRATEN;221;2017;742
ÖDP;221;2017;1630
BP;221;2017;1276
NPD;221;2017;184
Tierschutzpartei;221;2017;1903
MLPD;221;2017;26
BüSo;221;2017;28
BGE;221;2017;268
DiB;221;2017;423
DKP;221;2017;30
DM;221;2017;266
Die PARTEI;221;2017;1295
Gesundheitsforschung;221;2017;255
V-Partei³;221;2017;298
DIE VIOLETTEN;221;2017;0
DIE FRAUEN;221;2017;0
PDV;221;2017;0
CSU;222;2017;75178
SPD;222;2017;20967
GRÜNE;222;2017;18571
FDP;222;2017;20311
AfD;222;2017;25697
DIE LINKE;222;2017;9449
FREIE WÄHLER;222;2017;4426
PIRATEN;222;2017;602
ÖDP;222;2017;2157
BP;222;2017;3425
NPD;222;2017;285
Tierschutzpartei;222;2017;1643
MLPD;222;2017;36
BüSo;222;2017;87
BGE;222;2017;277
DiB;222;2017;322
DKP;222;2017;50
DM;222;2017;379
Die PARTEI;222;2017;1041
Gesundheitsforschung;222;2017;227
V-Partei³;222;2017;327
DIE VIOLETTEN;222;2017;0
DIE FRAUEN;222;2017;0
PDV;222;2017;0
CSU;223;2017;54786
SPD;223;2017;14457
GRÜNE;223;2017;13605
FDP;223;2017;16343
AfD;223;2017;15391
DIE LINKE;223;2017;6486
FREIE WÄHLER;223;2017;3459
PIRATEN;223;2017;412
ÖDP;223;2017;1063
BP;223;2017;2710
NPD;223;2017;213
Tierschutzpartei;223;2017;1142
MLPD;223;2017;19
BüSo;223;2017;22
BGE;223;2017;182
DiB;223;2017;276
DKP;223;2017;10
DM;223;2017;259
Die PARTEI;223;2017;629
Gesundheitsforschung;223;2017;158
V-Partei³;223;2017;195
DIE VIOLETTEN;223;2017;0
DIE FRAUEN;223;2017;0
PDV;223;2017;0
CSU;224;2017;67512
SPD;224;2017;22332
GRÜNE;224;2017;23111
FDP;224;2017;24950
AfD;224;2017;17460
DIE LINKE;224;2017;9594
FREIE WÄHLER;224;2017;2863
PIRATEN;224;2017;601
ÖDP;224;2017;1620
BP;224;2017;1792
NPD;224;2017;242
Tierschutzpartei;224;2017;1531
MLPD;224;2017;25
BüSo;224;2017;23
BGE;224;2017;330
DiB;224;2017;343
DKP;224;2017;19
DM;224;2017;347
Die PARTEI;224;2017;1072
Gesundheitsforschung;224;2017;178
V-Partei³;224;2017;321
DIE VIOLETTEN;224;2017;0
DIE FRAUEN;224;2017;0
PDV;224;2017;0
CSU;225;2017;71196
SPD;225;2017;18916
GRÜNE;225;2017;14680
FDP;225;2017;14614
AfD;225;2017;19191
DIE LINKE;225;2017;8508
FREIE WÄHLER;225;2017;3811
PIRATEN;225;2017;443
ÖDP;225;2017;1690
BP;225;2017;2924
NPD;225;2017;349
Tierschutzpartei;225;2017;1212
MLPD;225;2017;16
BüSo;225;2017;22
BGE;225;2017;175
DiB;225;2017;229
DKP;225;2017;22
DM;225;2017;361
Die PARTEI;225;2017;789
Gesundheitsforschung;225;2017;184
V-Partei³;225;2017;237
DIE VIOLETTEN;225;2017;0
DIE FRAUEN;225;2017;0
PDV;225;2017;0
CSU;226;2017;57254
SPD;226;2017;15402
GRÜNE;226;2017;12753
FDP;226;2017;13909
AfD;226;2017;16145
DIE LINKE;226;2017;7214
FREIE WÄHLER;226;2017;2876
PIRATEN;226;2017;352
ÖDP;226;2017;2145
BP;226;2017;2225
NPD;226;2017;227
Tierschutzpartei;226;2017;1186
MLPD;226;2017;22
BüSo;226;2017;14
BGE;226;2017;186
DiB;226;2017;204
DKP;226;2017;15
DM;226;2017;292
Die PARTEI;226;2017;724
Gesundheitsforschung;226;2017;162
V-Partei³;226;2017;260
DIE VIOLETTEN;226;2017;0
DIE FRAUEN;226;2017;0
PDV;226;2017;0
CSU;227;2017;48182
SPD;227;2017;16915
GRÜNE;227;2017;5528
FDP;227;2017;8968
AfD;227;2017;22765
DIE LINKE;227;2017;5892
FREIE WÄHLER;227;2017;4785
PIRATEN;227;2017;241
ÖDP;227;2017;824
BP;227;2017;2258
NPD;227;2017;489
Tierschutzpartei;227;2017;927
MLPD;227;2017;18
BüSo;227;2017;16
BGE;227;2017;86
DiB;227;2017;96
DKP;227;2017;8
DM;227;2017;118
Die PARTEI;227;2017;374
Gesundheitsforschung;227;2017;106
V-Partei³;227;2017;158
DIE VIOLETTEN;227;2017;0
DIE FRAUEN;227;2017;0
PDV;227;2017;0
CSU;228;2017;75521
SPD;228;2017;25095
GRÜNE;228;2017;13856
FDP;228;2017;19361
AfD;228;2017;28061
DIE LINKE;228;2017;9270
FREIE WÄHLER;228;2017;10631
PIRATEN;228;2017;612
ÖDP;228;2017;2133
BP;228;2017;2557
NPD;228;2017;504
Tierschutzpartei;228;2017;1758
MLPD;228;2017;30
BüSo;228;2017;22
BGE;228;2017;237
DiB;228;2017;260
DKP;228;2017;29
DM;228;2017;224
Die PARTEI;228;2017;976
Gesundheitsforschung;228;2017;239
V-Partei³;228;2017;324
DIE VIOLETTEN;228;2017;0
DIE FRAUEN;228;2017;0
PDV;228;2017;0
CSU;229;2017;52937
SPD;229;2017;19709
GRÜNE;229;2017;8393
FDP;229;2017;11918
AfD;229;2017;20967
DIE LINKE;229;2017;7357
FREIE WÄHLER;229;2017;3146
PIRATEN;229;2017;318
ÖDP;229;2017;1698
BP;229;2017;1270
NPD;229;2017;394
Tierschutzpartei;229;2017;1054
MLPD;229;2017;15
BüSo;229;2017;15
BGE;229;2017;143
DiB;229;2017;131
DKP;229;2017;13
DM;229;2017;151
Die PARTEI;229;2017;587
Gesundheitsforschung;229;2017;170
V-Partei³;229;2017;185
DIE VIOLETTEN;229;2017;0
DIE FRAUEN;229;2017;0
PDV;229;2017;0
CSU;230;2017;52752
SPD;230;2017;15765
GRÜNE;230;2017;6478
FDP;230;2017;11215
AfD;230;2017;20401
DIE LINKE;230;2017;5510
FREIE WÄHLER;230;2017;4690
PIRATEN;230;2017;277
ÖDP;230;2017;2004
BP;230;2017;1859
NPD;230;2017;363
Tierschutzpartei;230;2017;1023
MLPD;230;2017;11
BüSo;230;2017;19
BGE;230;2017;109
DiB;230;2017;99
DKP;230;2017;10
DM;230;2017;160
Die PARTEI;230;2017;460
Gesundheitsforschung;230;2017;156
V-Partei³;230;2017;144
DIE VIOLETTEN;230;2017;0
DIE FRAUEN;230;2017;0
PDV;230;2017;0
CSU;231;2017;53712
SPD;231;2017;17512
GRÜNE;231;2017;5846
FDP;231;2017;10308
AfD;231;2017;23576
DIE LINKE;231;2017;5590
FREIE WÄHLER;231;2017;5410
PIRATEN;231;2017;281
ÖDP;231;2017;1647
BP;231;2017;1700
NPD;231;2017;583
Tierschutzpartei;231;2017;946
MLPD;231;2017;19
BüSo;231;2017;7
BGE;231;2017;86
DiB;231;2017;95
DKP;231;2017;15
DM;231;2017;164
Die PARTEI;231;2017;441
Gesundheitsforschung;231;2017;122
V-Partei³;231;2017;149
DIE VIOLETTEN;231;2017;0
DIE FRAUEN;231;2017;0
PDV;231;2017;0
CSU;232;2017;71720
SPD;232;2017;26080
GRÜNE;232;2017;11997
FDP;232;2017;12854
AfD;232;2017;21550
DIE LINKE;232;2017;8948
FREIE WÄHLER;232;2017;7103
PIRATEN;232;2017;475
ÖDP;232;2017;1747
BP;232;2017;1450
NPD;232;2017;666
Tierschutzpartei;232;2017;1536
MLPD;232;2017;48
BüSo;232;2017;18
BGE;232;2017;187
DiB;232;2017;184
DKP;232;2017;21
DM;232;2017;242
Die PARTEI;232;2017;928
Gesundheitsforschung;232;2017;222
V-Partei³;232;2017;229
UNABHÄNGIGE;232;2017;0
DIE VIOLETTEN;232;2017;0
DIE FRAUEN;232;2017;0
PDV;232;2017;0
CSU;233;2017;74720
SPD;233;2017;28582
GRÜNE;233;2017;20332
FDP;233;2017;17719
AfD;233;2017;25625
DIE LINKE;233;2017;13259
FREIE WÄHLER;233;2017;8374
PIRATEN;233;2017;777
ÖDP;233;2017;1949
BP;233;2017;1376
NPD;233;2017;422
Tierschutzpartei;233;2017;1704
MLPD;233;2017;31
BüSo;233;2017;31
BGE;233;2017;232
DiB;233;2017;286
DKP;233;2017;42
DM;233;2017;268
Die PARTEI;233;2017;1358
Gesundheitsforschung;233;2017;234
V-Partei³;233;2017;340
DIE VIOLETTEN;233;2017;0
DIE FRAUEN;233;2017;0
PDV;233;2017;0
CSU;234;2017;66827
SPD;234;2017;26122
GRÜNE;234;2017;7302
FDP;234;2017;10608
AfD;234;2017;28006
DIE LINKE;234;2017;7339
FREIE WÄHLER;234;2017;8278
PIRATEN;234;2017;444
ÖDP;234;2017;1388
BP;234;2017;1592
NPD;234;2017;646
Tierschutzpartei;234;2017;1280
MLPD;234;2017;31
BüSo;234;2017;15
BGE;234;2017;104
DiB;234;2017;141
DKP;234;2017;16
DM;234;2017;162
Die PARTEI;234;2017;594
Gesundheitsforschung;234;2017;195
V-Partei³;234;2017;191
DIE VIOLETTEN;234;2017;0
DIE FRAUEN;234;2017;0
PDV;234;2017;0
CSU;235;2017;55691
SPD;235;2017;24631
GRÜNE;235;2017;6426
FDP;235;2017;8479
AfD;235;2017;17411
DIE LINKE;235;2017;6204
FREIE WÄHLER;235;2017;5061
PIRATEN;235;2017;352
ÖDP;235;2017;960
BP;235;2017;1293
NPD;235;2017;494
Tierschutzpartei;235;2017;966
MLPD;235;2017;22
BüSo;235;2017;14
BGE;235;2017;113
DiB;235;2017;97
DKP;235;2017;17
DM;235;2017;143
Die PARTEI;235;2017;580
Gesundheitsforschung;235;2017;196
V-Partei³;235;2017;192
DIE VIOLETTEN;235;2017;0
DIE FRAUEN;235;2017;0
PDV;235;2017;0
CSU;236;2017;56138
SPD;236;2017;22529
GRÜNE;236;2017;14279
FDP;236;2017;13776
AfD;236;2017;18392
